epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,learning_rate,epoch_time_seconds,process_rss_mb
15,0.13058342689365693,0.9571088165210484,0.9576028198209291,0.9571124781651098,0.9571289707296605,0.1361258586247762,0.9388888888888889,0.9415148599710967,0.938888888888889,0.9390536875496606,8.187119948743447e-05,9.715844799997285,518.08203125
16,0.09714598838917503,0.965845909451946,0.9658366917022713,0.9658692185007975,0.9658288655716142,0.1286247260040707,0.9555555555555556,0.9576083414793093,0.9555555555555557,0.955293798541923,7.938926261462366e-05,9.775683100000606,520.42578125
17,0.12688836996533076,0.9571088165210484,0.9576414049401566,0.9571276676539835,0.9571931715196559,0.1286271451248063,0.95,0.9511712749615976,0.9500000000000001,0.950152949007485,7.679133974894982e-05,9.313724400002684,521.6953125
18,0.08968304960475827,0.971405877680699,0.9717936406999127,0.9714247740563531,0.9714781489536959,0.12979427956872516,0.9611111111111111,0.9610987516994193,0.9611111111111112,0.9610154055138773,7.408768370508575e-05,9.67139280000265,512.30859375
19,0.0730758412985976,0.9809372517871326,0.9810584610740419,0.9809485835801626,0.9809336728677565,0.11034994655185276,0.95,0.9503584229390682,0.9500000000000001,0.9500895310425737,7.128896457825361e-05,9.246734099993773,516.00390625
20,0.06448355452042899,0.9817315329626688,0.9818074460530645,0.9817384370015949,0.9817472478953039,0.10544396299454901,0.9611111111111111,0.9615755822165722,0.9611111111111111,0.9609025499021978,6.840622763423389e-05,11.856227299998864,515.328125
21,0.056229634984227,0.9849086576648134,0.9850812267217169,0.9849168375484165,0.9849110177650741,0.0993623846107059,0.95,0.9504108646095112,0.9499999999999998,0.9494860364647812,6.545084971874736e-05,11.561899699998321,516.06640625
22,0.07459582396686029,0.9761715647339158,0.9762145358085315,0.9761904761904763,0.9761488445246095,0.08631209259231885,0.9611111111111111,0.9626556513409962,0.9611111111111111,0.961068906090632,6.243449435824272e-05,12.410829000000376,517.80859375
23,0.05636838014364077,0.982525814138205,0.9828085332913323,0.9825396825396826,0.9825648906045634,0.07144959337181515,0.9722222222222222,0.9734543010752689,0.9722222222222223,0.9722004412917814,5.9369065729286224e-05,28.483993800000462,517.625
24,0.06986178411577693,0.9801429706115965,0.9801787745374809,0.9801587301587302,0.9801487401474248,0.07622528788116244,0.9611111111111111,0.9621639784946238,0.9611111111111111,0.960988338111275,5.626666167821521e-05,12.423204999999143,513.484375
25,0.06171014615000951,0.9785544082605242,0.9786252674589037,0.9785714285714286,0.9785801619621552,0.09575961662663354,0.9666666666666667,0.9675019201228879,0.9666666666666668,0.9664533148549999,5.3139525976465657e-05,11.412835799994355,517.48046875
26,0.05563420946158711,0.9817315329626688,0.9817781685046888,0.9817460317460318,0.9817398730586908,0.09594405407292975,0.9555555555555556,0.9560200266610167,0.9555555555555557,0.9553469943466424,4.999999999999998e-05,10.445528300006117,517.84375
27,0.05223637800648915,0.9841143764892772,0.9842575443610754,0.9841231867547657,0.984094055695738,0.10203178626381688,0.9611111111111111,0.9624615975422427,0.9611111111111111,0.9607844078183571,4.6860474023534314e-05,9.293381300005422,518.9921875
28,0.04668254606467187,0.9857029388403494,0.9858361477458969,0.9857142857142858,0.9857437983436799,0.10333210343701972,0.9611111111111111,0.9624615975422427,0.9611111111111111,0.9607844078183571,4.3733338321784775e-05,10.354617800003325,517.9453125
